n,a_n
2571,26
2572,1964
2573,-1246
2574,-2411
2575,2537
2576,-2540
2577,-2576
2578,276
2579,-1142
2580,2579
2581,630
2582,2566
2583,1625
2584,-1849
2585,-2547
2586,-1913
2587,-592
2588,-2540
2589,-2588
2590,1616
2591,2436
2592,-2473
2593,1390
2594,2564
2595,1156
2596,-271
2597,-1902
2598,2527
2599,2384
2600,1172
2601,-483
2602,1879
2603,841
2604,-2111
2605,394
2606,-2512
2607,2495
2608,1422
2609,2371
2610,2047
2611,-2527
2612,-2392
2613,2478
2614,1715
2615,-793
2616,-2532
2617,326
2618,-1734
2619,419
2620,-2411
2621,2582
2622,-991
2623,2584
2624,2622
2625,2473
2626,-1412
2627,2599
2628,-2065
2629,2173
2630,-2185
2631,2631
2632,-2623
2633,-602
2634,2443
2635,-2413
2636,-666
2637,50
2638,-689
2639,2207
2640,2639
2641,168
2642,-2634
2643,-2575
2644,2365
2645,1533
2646,-253
2647,-2633
2648,-893
2649,-1875
2650,-1344
2651,1504
2652,1943
2653,2646
2654,1867
2655,2072
2656,-2636
2657,535
2658,2132
2659,2417
2660,-2390
2661,-1820
2662,2264
2663,2358
2664,2591
2665,1936
2666,1876
2667,-1208
2668,-2663
2669,2344
2670,974
2671,287
2672,-2400
2673,474
2674,991
2675,-2635
2676,-1914
2677,1862
2678,2199
2679,-303
2680,-2643
2681,2133
2682,375
2683,-2450
2684,1152
2685,2205
2686,-1038
2687,-2568
2688,2603
2689,2640
2690,2352
2691,2337
2692,-907
2693,-2144
2694,-2668
2695,1909
2696,-2386
2697,2695
2698,-1258
2699,-2640
2700,-2356
2701,526
2702,-2639
2703,-164
2704,-1606
2705,1627
2706,-912
2707,-2181
2708,-1813
2709,801
2710,284
2711,2580
2712,-1855
2713,-2696
2714,-1330
2715,2426
2716,1733
2717,-2488
2718,387
2719,-1502
2720,-849
2721,-1891
2722,647
2723,-452
2724,1037
2725,742
2726,1506
2727,-2519
2728,1446
2729,2084
2730,-2463
2731,27
2732,2612
2733,-2659
2734,-2559
2735,-2694
2736,2727
2737,270
2738,-478
2739,-1256
2740,1633
2741,-1608
2742,1307
2743,271
2744,2015
2745,-2596
2746,-2372
2747,265
2748,2459
2749,2094
2750,2727
2751,272
2752,2665
2753,2208
2754,1413
2755,-1807
2756,1518
2757,-1583
2758,982
2759,2671
2760,1665
2761,-118
2762,2713
2763,-2686
2764,-173
2765,580
2766,2572
2767,2272
2768,-1629
2769,-2759
2770,-1742
2771,-2770
2772,2147
2773,-2666
2774,-2598
2775,-272
2776,-2688
2777,2593
2778,-2576
2779,298
2780,1210
2781,-1303
2782,-1920
2783,1300
2784,-1613
2785,2725
2786,-2635
2787,-1994
2788,-2205
2789,1084
2790,-421
2791,-71
2792,-2656
2793,2728
2794,2489
2795,2118
2796,1504
2797,2049
2798,1766
2799,1157
2800,2185
2801,-2800
2802,2087
2803,2334
2804,564
2805,-2794
2806,2530
2807,-2390
2808,-1920
2809,1312
2810,-2603
2811,-2760
2812,-2795
2813,2395
2814,2518
2815,-2814
2816,2149
2817,426
2818,-2679
2819,-1981
2820,-2749
2821,297
2822,2802
2823,-832
2824,-1410
2825,-1539
2826,1053
2827,-1519
2828,2826
2829,-2801
2830,2729
2831,2446
2832,2729
2833,2448
2834,-1826
2835,1899
2836,2825
2837,-1847
2838,723
2839,1196
2840,2303
2841,-602
2842,2636
2843,-578
2844,154
2845,-179
2846,-204
2847,-578
2848,155
2849,-2489
2850,-2155
2851,380
2852,375
2853,-2605
2854,1655
2855,1655
2856,1656
2857,-1064
2858,-2406
2859,1272
2860,965
2861,-1451
2862,1159
2863,699
2864,2864
2865,-2592
2866,528
2867,608
2868,-2852
2869,1542
2870,1429
2871,1181
2872,-676
2873,1518
2874,-1650
2875,1769
2876,-807
2877,-1094
2878,-1907
2879,151
2880,586
2881,2869
2882,-1915
2883,2827
2884,-1208
2885,-2880
2886,-2152
2887,23
2888,-2445
2889,-2150
2890,-2637
2891,2698
2892,1697
2893,1491
2894,2752
2895,-98
2896,1658
2897,-1995
2898,254
2899,1308
2900,2583
2901,1667
2902,2689
2903,-583
2904,2826
2905,-2877
2906,1872
2907,-1100
2908,-1242
2909,2552
2910,2492
2911,-1915
2912,2855
2913,1892
2914,2013
2915,2008
2916,-1457
2917,1880
2918,2833
2919,-1914
2920,2031
2921,2919
2922,-1301
2923,-1083
2924,-2197
2925,2502
2926,2815
2927,392
2928,1882
2929,-544
2930,1414
2931,823
2932,-281
2933,2889
2934,-2797
2935,-2439
2936,-2646
2937,-2061
2938,-334
2939,-2457
2940,-794
2941,-2158
2942,-799
2943,-2529
2944,50
2945,-769
2946,-1878
2947,1839
2948,-2713
2949,2869
2950,-1960
2951,1026
2952,2845
2953,-2830
2954,-1609
2955,-1425
2956,2836
2957,2236
2958,-2148
2959,2224
2960,-722
2961,1592
2962,2097
2963,-2962
2964,-1480
2965,902
2966,-1055
2967,1617
2968,2360
2969,-1831
2970,-1551
2971,2413
2972,759
2973,-2834
2974,-828
2975,2922
2976,936
2977,-572
2978,-676
2979,1574
2980,-188
2981,1421
2982,2512
2983,-2851
2984,2984
2985,-1462
2986,2736
2987,958
2988,549
2989,2098
2990,-1645
2991,2783
2992,-1301
2993,-1109
2994,51
2995,2010
2996,-1736
2997,-2889
2998,2861
2999,2508
3000,2541
3001,1562
3002,-1767
3003,-2970
3004,2794
3005,-2711
3006,-583
3007,2926
3008,-2779
3009,-2907
3010,2574
3011,-2591
3012,-2191
3013,2911
3014,2866
3015,2302
3016,2135
3017,-2892
3018,-2978
3019,691
3020,-449
3021,-743
3022,-3021
3023,2832
3024,-2992
3025,-2822
3026,-2270
3027,-2967
3028,-2944
3029,972
3030,-2874
3031,-1605
3032,-1053
3033,1626
3034,-2956
3035,-720
3036,1650
3037,-1873
3038,-1739
3039,3015
3040,-2433
3041,-2999
3042,-2858
3043,2287
3044,-238
3045,2103
3046,-2914
3047,3003
3048,-1078
3049,1279
3050,-1110
3051,2595
3052,139
3053,2128
3054,-2778
3055,-2256
3056,-1006
3057,-1944
3058,-1843
3059,-2747
3060,-2900
3061,931
3062,2715
3063,1890
3064,-2895
3065,3065
3066,-2850
3067,1667
3068,2843
3069,430
3070,1188
3071,1416
3072,2323
3073,-3007
3074,1460
3075,2289
3076,2889
3077,-2933
3078,2920
3079,-3060
3080,-269
3081,2847
3082,2028
3083,-3066
3084,599
3085,2666
3086,2889
3087,-2943
3088,-1925
3089,-2210
3090,3071
3091,-3077
3092,3036
3093,2908
3094,-2776
3095,2849
3096,1273
3097,-1888
3098,-303
3099,-3057
3100,705
3101,2975
3102,271
3103,2278
3104,-1053
3105,1664
3106,-2683
3107,-244
3108,2689
3109,-624
3110,-2873
3111,-3110
3112,551
3113,-2925
3114,546
3115,-1850
3116,-1210
3117,1456
3118,-3092
3119,-1941
3120,1511
3121,328
3122,2987
3123,1899
3124,3111
3125,2294
3126,1863
3127,-114
3128,-2453
3129,-1727
3130,2407
3131,1613
3132,-3065
3133,2915
3134,-1211
3135,3124
3136,2984
3137,-1536
3138,-745
3139,1342
3140,-1616
3141,-2950
3142,137
3143,-2961
3144,-3140
3145,3145
3146,-829
3147,1172
3148,-585
3149,-1937
3150,-3082
3151,304
3152,2111
3153,-468
3154,-309
3155,-2843
3156,-447
3157,-2458
3158,-3019
3159,-225
3160,2941
3161,1433
3162,1332
3163,-108
3164,-2931
3165,-337
3166,2376
3167,2589
3168,1023
3169,-2903
3170,-528
3171,-665
3172,2701
3173,-2205
3174,1234
3175,1909
3176,-2812
3177,859
3178,-3098
3179,-1204
3180,2212
3181,1000
3182,2633
3183,1081
3184,920
3185,1487
3186,-2727
3187,-307
3188,2452
3189,3189
3190,-895
3191,-1108
3192,-2656
3193,3118
3194,3193
3195,2907
3196,-2736
3197,-1030
3198,1372
3199,2456
3200,-2120
3201,-1743
3202,-1767
3203,-3168
3204,-3063
3205,-172
3206,-2274
3207,1577
3208,-251
3209,1035
3210,-3172
3211,2719
3212,-3208
3213,1348
3214,-819
3215,-2627
3216,-1888
3217,-315
3218,-2395
3219,-2876
3220,3194
3221,2709
3222,2618
3223,-2802
3224,958
3225,593
3226,2223
3227,-3058
3228,3042
3229,2607
3230,-1607
3231,3223
3232,-871
3233,2269
3234,2254
3235,-3221
3236,2467
3237,-2433
3238,-3194
3239,-2726
3240,2545
3241,992
3242,-2191
3243,3133
3244,-2400
3245,574
3246,2564
3247,1446
3248,2480
3249,-3116
3250,1446
3251,2482
3252,463
3253,-3016
3254,-227
3255,-2344
3256,-1180
3257,3081
3258,2555
3259,-2524
3260,3142
3261,1295
3262,2013
3263,2248
3264,-3204
3265,1348
3266,-832
3267,-1631
3268,1603
3269,2320
3270,3264
3271,372
3272,3147
3273,-2511
3274,2496
3275,3275
3276,3257
3277,2420
3278,2713
3279,-3188
3280,-2156
3281,-2500
3282,2137
3283,2160
3284,-3244
3285,-3133
3286,2428
3287,1431
3288,-3287
3289,-2562
3290,3289
3291,804
3292,-804
3293,811
3294,1492
3295,833
3296,-1518
3297,1889
3298,-2591
3299,-2400
3300,584
3301,-1086
3302,2765
3303,1285
3304,-295
3305,1011
3306,-1844
3307,-382
3308,3165
3309,-3270
3310,-1285
3311,290
3312,2741
3313,3311
3314,-780
3315,-2563
3316,1707
3317,-2980
3318,-3252
3319,1446
3320,2534
3321,3167
3322,904
3323,-2331
3324,209
3325,3313
3326,3266
3327,-3162
3328,-3327
3329,175
3330,-2665
3331,-2667
3332,-704
3333,-928
3334,3142
3335,1325
3336,-2276
3337,-3325
3338,-3103
3339,2605
3340,-1942
3341,-1586
3342,-1617
3343,-2662
3344,2934
3345,-816
3346,2436
3347,-3193
3348,-3043
3349,-3126
3350,383
3351,-904
3352,2357
3353,2421
3354,3085
3355,-144
3356,1651
3357,-3342
3358,2047
3359,-3251
3360,-1754
3361,-2810
3362,-3321
3363,1108
3364,2797
3365,2802
3366,-993
3367,-851
3368,-1225
3369,743
3370,3370
3371,2699
3372,-1228
3373,-1199
3374,2991
3375,687
3376,2856
3377,-976
3378,-2906
3379,88
3380,123
3381,-1557
3382,3189
3383,-949
3384,-798
3385,-116
3386,-804
3387,834
3388,-3373
3389,2976
3390,-2681
3391,3186
3392,1402
3393,2551
3394,94
3395,-829
3396,1265
3397,2965
3398,-2090
3399,2531
3400,-3064
3401,2759
3402,2146
3403,-983
3404,-1068
3405,484
3406,663
3407,-424
3408,-394
3409,3285
3410,-3046
3411,3326
3412,2767
3413,2307
3414,2998
3415,2721
3416,1273
3417,-2083
3418,420
3419,-2825
3420,2223
3421,-3242
3422,426
3423,-3254
3424,2182
3425,3379
3426,-3344
3427,-3339
3428,-1685
3429,-3064
3430,2783
3431,-1492
3432,-873
3433,1222
3434,270
3435,-601
3436,2805
3437,1469
3438,-3277
3439,1076
3440,3440
3441,149
3442,-3355
3443,758
3444,-2648
3445,-1224
3446,3239
3447,-65
3448,-2852
3449,1853
3450,-1770
3451,3309
3452,-2712
3453,2489
3454,2617
3455,-187
3456,3447
3457,-2156
3458,-2635
3459,-2474
3460,3460
3461,-3095
3462,1752
3463,-2928
3464,-120
3465,-2009
3466,3462
3467,-118
3468,3407
3469,3464
3470,3203
3471,-3433
3472,-2396
3473,-2988
3474,1174
3475,-2836
3476,-2632
3477,2120
3478,1889
3479,-2733
3480,646
3481,-3201
3482,-975
3483,-3112
3484,-3374
3485,249
3486,-2537
3487,3441
3488,-2851
3489,3489
3490,3371
3491,-251
3492,1126
3493,3376
3494,3271
3495,-1981
3496,-3407
3497,-3491
3498,2226
3499,3441
3500,-2861
3501,-2930
3502,-3131
3503,-3223
3504,952
3505,-344
3506,3506
3507,-57
3508,-1527
3509,-645
3510,2901
3511,-3393
3512,-277
3513,-1803
3514,955
3515,-152
3516,-3280
3517,-617
3518,-3335
3519,3450
3520,1787
3521,1887
3522,3133
3523,-2606
3524,3520
3525,3484
3526,90
3527,3152
3528,-2936
3529,-3471
3530,-1569
3531,3441
3532,-2887
3533,-438
3534,3422
3535,-2551
3536,-91
3537,-378
3538,-2992
3539,-3302
3540,652
3541,-3515
3542,-1518
3543,2030
3544,1798
3545,3002
3546,-3468
3547,1113
3548,2728
3549,3161
3550,1882
3551,-659
3552,2383
3553,3535
3554,-2314
3555,-3472
3556,1826
3557,-2386
3558,3556
3559,-990
3560,1378
3561,3263
3562,3197
3563,-3238
3564,-2965
3565,2198
3566,-3200
3567,-3421
3568,-692
3569,-2678
3570,-3492
3571,3546
3572,2701
3573,-2484
3574,-3008
3575,3565
3576,2323
3577,-3500
3578,-936
3579,696
3580,-3545
3581,-3433
3582,-2471
3583,-3549
3584,3017
3585,3149
3586,3236
3587,574
3588,2835
3589,3443
3590,-659
3591,2409
3592,2031
3593,3591
3594,-574
3595,-2843
3596,-509
3597,-219
3598,2846
3599,-1001
3600,-3313
3601,-3536
3602,3569
3603,545
3604,-3596
3605,-3251
3606,-1882
3607,664
3608,-3255
3609,-1098
3610,3610
3611,-1104
3612,3481
3613,419
3614,-3326
3615,-2935
3616,-2469
3617,1044
3618,3029
3619,1753
3620,-28
3621,-983
3622,-1137
3623,923
3624,-2127
3625,510
3626,3169
3627,2764
3628,-2050
3629,-3607
3630,-1581
3631,2549
3632,-3343
3633,-1227
3634,-3556
3635,1018
3636,453
3637,2089
3638,574
3639,2875
3640,-1562
3641,2138
3642,3603
3643,1439
3644,550
3645,-803
3646,3459
3647,-390
3648,-1559
3649,-2538
3650,1448
3651,986
3652,-1618
3653,289
3654,-93
3655,3467
3656,-3539
3657,-3656
3658,2662
3659,-3212
3660,-3518
3661,2021
3662,-2993
3663,-2955
3664,-3464
3665,-3385
3666,3658
3667,3401
3668,3575
3669,-481
3670,1209
3671,1800
3672,483
3673,-2646
3674,-2578
3675,-3485
3676,3039
3677,-3244
3678,-3508
3679,-3372
3680,3229
3681,-1944
3682,-2218
3683,-127
3684,-3582
3685,-2030
3686,-1864
3687,3170
3688,-492
3689,-3477
3690,-2498
3691,1549
3692,-717
3693,-2424
3694,3570
3695,3376
3696,3460
3697,-3307
3698,-3292
3699,1407
3700,-1551
3701,3006
3702,1786
3703,3703
3704,2985
3705,1737
3706,1095
3707,3663
3708,-356
3709,3120
3710,-1442
3711,31
3712,-1496
3713,-2099
3714,-1498
3715,-1911
3716,-2935
3717,-2538
3718,1475
3719,-3718
3720,3710
3721,813
3722,2317
3723,-3712
3724,3645
3725,2549
3726,-3429
3727,3723
3728,-790
3729,3706
3730,-3287
3731,-2906
3732,97
3733,1415
3734,3582
3735,2064
3736,96
3737,3676
3738,1238
3739,792
3740,1175
3741,169
3742,-2250
3743,-2171
3744,592
3745,3679
3746,-728
3747,2816
3748,3396
3749,228
3750,3647
3751,1420
3752,4
3753,-2842
3754,-3414
3755,-2969
3756,725
3757,2441
3758,63
3759,633
3760,-3758
3761,-2289
3762,-3535
3763,2446
3764,3627
3765,3764
3766,1372
3767,2892
3768,3717
3769,-1796
3770,3156
3771,3634
3772,2763
3773,-3771
3774,-3342
3775,2301
3776,3689
3777,2633
3778,1282
3779,866
3780,-3331
3781,-2987
3782,-2305
3783,3033
3784,-3703
3785,-3053
3786,2228
3787,-2174
3788,-64
3789,-3484
3790,-102
3791,-3771
3792,-3358
3793,-1348
3794,961
3795,-1217
3796,3542
3797,-3757
3798,1287
3799,-3299
3800,-1220
3801,-3318
3802,-1746
3803,2526
3804,608
3805,-3784
3806,-3801
3807,1227
3808,3726
3809,274
3810,-2402
3811,-3691
3812,-1386
3813,2016
3814,-2991
3815,-769
3816,-2432
3817,-1509
3818,-3282
3819,-3139
3820,1991
3821,-2656
3822,3733
3823,2713
3824,-3718
3825,3815
3826,3423
3827,-3721
3828,-3737
3829,3819
3830,-3535
3831,2490
3832,3674
3833,-3816
3834,-3298
3835,2391
3836,-944
3837,-3832
3838,2599
3839,-3015
3840,3078
3841,-2646
3842,-2696
3843,-1885
3844,-167
3845,1826
3846,-2580
3847,2627
3848,2266
3849,-3044
3850,-780
3851,-2978
3852,881
3853,3764
3854,1404
3855,1107
3856,3536
3857,-3820
3858,682
3859,-1048
3860,3712
3861,-3776
3862,750
3863,2877
3864,-2483
3865,-3513
3866,-2486
3867,3253
3868,-3840
3869,-3197
3870,3520
3871,3826
3872,-1715
3873,1183
3874,3804
3875,1748
3876,3708
3877,3089
3878,-2822
3879,-2911
3880,-3690
3881,-3804
3882,-1756
3883,-584
3884,1285
3885,-346
3886,-1598
3887,-3412
3888,-884
3889,3641
3890,409
3891,2177
3892,478
3893,1794
3894,-587
3895,-1793
3896,-2927
3897,3204
3898,-1602
3899,825
3900,3687
3901,-3675
3902,2406
3903,-1729
3904,-3519
3905,-1575
3906,3410
3907,-3830
3908,1514
3909,-955
3910,176
3911,280
3912,-1520
3913,1984
3914,-3899
3915,1093
3916,-1057
3917,-3874
3918,1582
3919,-3833
3920,-993
3921,-992
3922,2657
3923,-2777
3924,659
3925,-2628
3926,-3919
3927,3890
3928,2558
3929,2662
3930,-3450
3931,-1988
3932,-2313
3933,-2785
3934,-3932
3935,3764
3936,1434
3937,3901
3938,-2977
3939,3714
3940,2348
3941,-3715
3942,-3933
3943,1070
3944,3782
3945,-1810
3946,-1687
3947,-142
3948,2319
3949,1912
3950,3722
3951,2797
3952,3290
3953,-2704
3954,-3126
3955,452
3956,-1498
3957,-2036
3958,-968
3959,-1500
3960,3936
3961,1597
3962,3479
3963,-3770
3964,-348
3965,-2607
3966,1980
3967,2839
3968,-3336
3969,1444
3970,-3593
3971,3305
3972,180
3973,-3184
3974,3974
3975,452
3976,-1506
3977,3672
3978,1981
3979,3878
3980,3808
3981,1516
3982,3916
3983,3983
3984,-2043
3985,-3273
3986,2051
3987,1768
3988,2618
3989,-3468
3990,1252
3991,3980
3992,1544
3993,-3976
3994,3800
3995,-3876
3996,2654
3997,2404
3998,-2521
3999,-3965
4000,-1217
4001,3734
4002,3908
4003,-560
4004,-2860
4005,-3655
4006,3888
4007,-3851
4008,2242
4009,-3566
4010,1153
4011,-145
4012,-1873
4013,-2298
4014,4003
4015,2306
4016,288
4017,-3434
4018,950
4019,3801
4020,-1288
4021,217
4022,-920
4023,-1884
4024,3289
4025,984
4026,-2538
4027,1597
4028,3537
4029,-1688
4030,3311
4031,-949
4032,-951
4033,-3167
4034,-1090
4035,-536
4036,-3780
4037,2486
4038,-3400
4039,-2886
4040,-3644
4041,993
4042,1030
4043,-1727
4044,3109
4045,-3733
4046,-2865
4047,538
4048,-2871
4049,1638
4050,-3818
4051,3329
4052,-3587
4053,2610
4054,2495
4055,2210
4056,-4031
4057,1338
4058,-1267
4059,3272
4060,-4057
4061,3790
4062,3842
4063,676
4064,-2153
4065,3439
4066,3514
4067,4034
4068,792
4069,1278
4070,2390
4071,2779
4072,3933
4073,-1099
4074,2158
4075,1101
4076,4043
4077,926
4078,2837
4079,-579
4080,-3309
4081,3203
4082,-4037
4083,215
4084,4004
4085,4082
4086,-3587
4087,2632
4088,-2486
4089,3440
4090,177
4091,3592
4092,-3752
4093,-3299
4094,-1314
4095,-2975
4096,-364
4097,1692
4098,3968
4099,-690
4100,3745
4101,905
4102,904
4103,-2879
4104,-3954
4105,-3915
4106,-2232
4107,-4085
4108,-3290
4109,2807
4110,-4109
4111,833
4112,-1894
4113,-1529
4114,-3361
4115,1991
4116,-2862
4117,35
4118,-1766
4119,-1695
4120,4096
4121,-2447
4122,-1223
4123,3280
4124,731
4125,3450
4126,2094
4127,4093
4128,1959
4129,-4031
4130,1362
4131,-4101
4132,3882
4133,-3495
4134,-4132
4135,2981
4136,1499
4137,-1840
4138,3423
4139,-4024
4140,-1539
4141,1541
4142,4137
4143,1902
4144,-4031
4145,1367
4146,-1644
4147,3365
4148,-1441
4149,-3472
4150,2132
4151,3773
4152,216
4153,2889
4154,-3960
4155,-4154
4156,-3020
4157,3330
4158,-363
4159,4116
4160,2047
4161,-4028
4162,-1912
4163,-3924
4164,623
4165,3425
4166,2570
4167,738
4168,1126
4169,4029
4170,4153
4171,-766
4172,2179
4173,-3978
4174,-2823
4175,-4014
4176,3412
4177,957
4178,3871
4179,2215
4180,-739
4181,2773
4182,3576
4183,3193
4184,3807
4185,-2395
4186,-3741
4187,-2492
4188,2750
4189,-3746
4190,-3935
4191,-4141
4192,-1555
4193,-373
4194,-3151
4195,-76
4196,-2372
4197,406
4198,-2816
4199,-3801
4200,1353
4201,3593
4202,-3492
4203,4174
4204,3881
4205,-3809
4206,-4136
4207,-4189
4208,4002
4209,-1593
4210,885
4211,-3371
4212,297
4213,4183
4214,-4212
4215,-3239
4216,73
4217,-2856
4218,1213
4219,1431
4220,-4219
4221,-671
4222,4070
4223,-4213
4224,521
4225,-2039
4226,446
