n,a_n
54870,27563
54871,-53338
54872,-2187
54873,-23939
54874,-3505
54875,46687
54876,11352
54877,-54301
54878,-54327
54879,-29235
54880,33704
54881,46005
54882,-25477
54883,53118
54884,-2662
54885,48171
54886,-44958
54887,-53336
54888,50781
54889,16033
54890,-54507
54891,-19716
54892,32586
54893,54105
54894,25902
54895,22953
54896,27474
54897,-38306
54898,29195
54899,-9803
54900,-51758
54901,14166
54902,-29106
54903,-41463
54904,-14120
54905,-54562
54906,50793
54907,-14643
54908,2009
54909,-54844
54910,51509
54911,-28845
54912,49033
54913,-45546
54914,39787
54915,52464
54916,-30883
54917,-49994
54918,52998
54919,-34018
54920,-40700
54921,33981
54922,54885
54923,53889
54924,-52313
54925,39437
54926,-30443
54927,-45219
54928,48566
54929,-6533
54930,54838
54931,-54794
54932,54718
54933,-42367
54934,27229
54935,-40035
54936,54580
54937,-49228
54938,37726
54939,54005
54940,46883
54941,-46609
54942,-17872
54943,-27331
54944,41501
54945,29238
54946,39522
54947,38033
54948,42330
54949,9873
54950,46986
54951,18343
54952,37836
54953,-53519
54954,50653
54955,-49018
54956,-14670
54957,51938
54958,51028
54959,42687
54960,-45051
54961,-29254
54962,26872
54963,-50892
54964,53514
54965,6078
54966,45702
54967,-52192
54968,36295
54969,-9848
54970,-42820
54971,-5054
54972,-40291
54973,4074
54974,33078
54975,-9355
54976,33836
54977,47611
54978,-8943
54979,-49350
54980,-52656
54981,-12776
54982,-41573
54983,16478
54984,-18677
54985,12622
54986,-43721
54987,-28507
54988,-10287
54989,-54410
54990,37756
54991,18316
54992,27081
54993,24974
54994,-54767
54995,-20643
54996,-21688
54997,54991
54998,29319
54999,54793
55000,-25523
55001,-35484
55002,-15679
55003,-34968
55004,-48193
55005,-45330
55006,-2224
55007,13484
55008,15434
55009,33056
55010,8882
55011,-36175
55012,-23405
55013,-7386
55014,6347
55015,45779
55016,-15631
55017,55017
55018,54470
55019,48174
55020,40165
55021,14253
55022,21721
55023,1566
55024,54831
55025,-38833
55026,-12375
55027,14491
55028,50600
55029,54924
55030,24643
55031,18730
55032,-9600
55033,35756
55034,-54996
55035,36333
55036,-25464
55037,54155
55038,12328
55039,20950
55040,52751
55041,-27244
55042,-5957
55043,-28312
55044,1819
55045,-985
55046,54710
55047,40844
55048,-8442
55049,28326
55050,54256
55051,35251
55052,39916
55053,-48455
55054,43973
55055,-7010
55056,49234
55057,-47481
55058,47242
55059,-52591
55060,-37082
55061,53840
55062,-31761
55063,26485
55064,54002
55065,-50569
55066,-51655
55067,-44258
55068,37833
55069,51332
55070,-54992
55071,-55068
55072,-45665
55073,51146
55074,42154
55075,6037
55076,-50067
55077,-29357
55078,-50996
55079,-54819
55080,53740
55081,-4614
55082,-46339
55083,-26808
55084,39123
55085,-37416
55086,19847
55087,-55083
55088,54726
55089,-28510
55090,2567
55091,-17270
55092,34001
55093,24322
55094,-11499
55095,-38386
55096,-49608
55097,-42802
55098,-44547
55099,38902
55100,18468
55101,54502
55102,54927
55103,-31381
55104,-19878
55105,50145
55106,-49157
55107,26405
55108,4745
55109,51267
55110,33372
55111,50046
55112,22929
55113,54909
55114,13297
55115,53914
55116,-49812
55117,48949
55118,8514
55119,15443
55120,-48336
55121,28559
55122,51742
55123,-1705
55124,-42656
55125,28583
55126,39163
55127,-5172
55128,-44468
55129,-52212
55130,52655
55131,52042
55132,-55054
55133,-36778
55134,-32270
55135,23474
55136,1089
55137,49928
55138,53574
55139,-22510
55140,25882
55141,55138
55142,5100
55143,-51298
55144,-48279
55145,46283
55146,48029
55147,17952
55148,44524
55149,53798
55150,54014
55151,-31029
55152,-26957
55153,-46605
55154,-27742
55155,-54396
55156,-34546
55157,-47765
55158,-12318
55159,-10138
55160,4433
55161,-11651
55162,-50730
55163,23408
55164,376
55165,-46151
55166,-46535
55167,-54473
55168,44056
55169,-54741
55170,-52390
55171,-39609
55172,10974
55173,-22341
55174,50008
55175,7054
55176,-49772
55177,-13782
55178,-9173
55179,24032
55180,-51098
55181,-252
55182,-34376
55183,-35258
55184,-5202
55185,25361
55186,48605
55187,-54561
55188,45220
55189,-4663
55190,-42411
55191,26503
55192,27636
55193,30731
55194,-3270
55195,-21392
55196,43084
55197,10880
55198,-34047
55199,55196
55200,-53963
55201,-7542
55202,-45347
55203,-52414
55204,17988
55205,-38010
55206,-7133
55207,-55201
55208,4161
55209,55167
55210,32664
55211,-41885
55212,-52998
55213,34206
55214,18374
55215,50955
55216,-55109
55217,40311
55218,-51944
55219,-43494
55220,-53883
55221,55202
55222,-48586
55223,52737
55224,43797
55225,-3139
55226,28814
55227,-35058
55228,45480
55229,41008
55230,-39277
55231,-39949
55232,-26854
55233,18110
55234,52941
55235,-49701
55236,-46603
55237,-31847
55238,34528
55239,52330
55240,-26057
55241,-32566
55242,-13693
55243,-51537
55244,-40674
55245,-10983
55246,441
55247,51021
55248,55214
55249,-26931
55250,-52731
55251,-32673
55252,-23351
55253,-24442
55254,-21979
55255,-22416
55256,37110
55257,55147
55258,-27331
55259,41739
55260,-10975
55261,54608
55262,41024
55263,48823
55264,26076
55265,38908
55266,32335
55267,54582
55268,-1696
55269,24542
55270,-6712
55271,-55266
55272,43228
55273,-17116
55274,-31354
55275,-43478
55276,55135
55277,2707
55278,-48026
55279,25186
55280,8166
55281,-46539
55282,29066
55283,-838
55284,-39861
55285,-25153
55286,-54565
55287,-53596
55288,-23011
55289,-50826
55290,-53476
55291,10454
55292,-51930
55293,27792
55294,55022
55295,8063
55296,55006
55297,8030
55298,4928
55299,50673
55300,-42952
55301,-8000
55302,-55182
55303,-4144
55304,13105
55305,-54653
55306,-53100
55307,-39709
55308,36933
55309,23400
55310,54666
55311,41690
55312,48401
55313,55236
55314,27390
55315,55299
55316,35047
55317,-31579
55318,15788
55319,-55168
55320,-55213
55321,-26081
55322,26633
55323,-54715
55324,-47208
55325,-36182
55326,15149
55327,13167
55328,-30563
55329,-55322
55330,54905
55331,31913
55332,35726
55333,-10537
55334,-5424
55335,-55290
55336,49585
55337,-52394
55338,55122
55339,-20764
55340,51857
55341,52855
55342,41404
55343,-45032
55344,-22103
55345,52451
55346,-47473
55347,21214
55348,51072
55349,42366
55350,-55274
55351,-40424
55352,49997
55353,54930
55354,37630
55355,181
55356,-51837
55357,-36549
55358,15777
55359,-4327
55360,47371
55361,48710
55362,21255
55363,-47054
55364,38733
55365,-16585
55366,28101
55367,28762
55368,-36480
55369,9583
55370,50368
55371,50653
55372,-49390
55373,47237
55374,716
55375,-15466
55376,-3358
55377,-19642
55378,-38258
55379,17178
55380,-12548
55381,-25518
55382,-50711
55383,30752
55384,48054
55385,10940
55386,45826
55387,22179
55388,-33258
55389,-49365
55390,50662
55391,34697
55392,52580
55393,41107
55394,37344
55395,6182
55396,-33713
55397,29856
55398,-54960
55399,-45948
55400,44549
55401,51955
55402,-33934
55403,55194
55404,33144
55405,10875
55406,-51513
55407,16650
55408,-23650
55409,-5004
55410,-29299
55411,-26898
55412,17240
55413,-48351
55414,-52632
55415,43347
55416,-35503
55417,-7658
55418,51711
55419,20813
55420,2841
55421,46645
55422,-54282
55423,-55420
55424,-41124
55425,-29069
55426,-8659
55427,-38608
55428,45654
55429,20334
55430,55383
55431,7562
55432,-10280
55433,-36081
55434,-10560
55435,49580
55436,-31993
55437,46030
55438,-32008
55439,-55061
55440,-55016
55441,-23081
55442,-15390
55443,-34100
55444,-50681
55445,-40811
55446,-54899
55447,-18055
55448,14628
55449,37580
55450,14723
55451,55300
55452,55084
55453,-35106
55454,-53402
55455,-51845
55456,-35878
55457,-47016
55458,48800
55459,-55320
55460,-16659
55461,-42243
55462,-50512
55463,-55199
55464,-52029
55465,49023
55466,55458
55467,28283
55468,38157
55469,-39179
55470,10910
55471,37862
55472,-25349
55473,-27137
55474,4290
55475,-54807
55476,52202
55477,53404
55478,-3688
55479,12639
55480,-20207
55481,-15118
55482,-33845
55483,32341
55484,55048
55485,47092
55486,-25317
55487,-49330
55488,-36257
55489,-6690
55490,55478
55491,-32033
55492,-53773
55493,-55354
55494,42151
55495,-13806
55496,-53470
55497,-5152
55498,11679
55499,-55035
55500,-30407
55501,-25400
55502,12293
55503,2885
55504,47238
55505,47090
55506,-34371
55507,-51005
55508,52557
55509,-53434
55510,-54156
55511,-52239
55512,-31220
55513,50622
55514,-55435
55515,55496
55516,12882
55517,55237
55518,55441
55519,-53705
55520,-27897
55521,18664
55522,11134
55523,10797
55524,33775
55525,14412
55526,-55438
55527,-55161
55528,-44047
55529,-53046
55530,11467
55531,10317
55532,544
55533,-26844
55534,-43819
55535,-3641
55536,-5872
55537,19735
55538,-25891
55539,50346
55540,-51003
55541,-38133
55542,-18957
55543,-32717
55544,-24362
55545,-48210
55546,42844
55547,-47919
55548,15735
55549,52493
55550,-7113
55551,-23368
55552,-41135
55553,47170
55554,47153
55555,-41216
55556,55124
55557,55502
55558,27479
55559,27166
55560,-33552
55561,11561
55562,-3382
55563,-55404
55564,50208
55565,-44665
55566,46061
55567,-47678
55568,-51584
55569,45247
55570,54328
55571,-23584
55572,3549
55573,-46752
55574,51425
55575,-14818
55576,-43277
55577,55575
55578,12455
55579,54905
55580,32057
55581,10422
55582,-54072
55583,49354
55584,-22691
55585,-36810
55586,-2288
55587,-44241
55588,-49342
55589,-8072
55590,52727
55591,-55414
55592,-29193
55593,-53867
55594,-52798
55595,-21332
55596,-30738
55597,-33974
55598,-40535
55599,-45864
55600,-6170
55601,4889
55602,35044
55603,24984
55604,49205
55605,54553
55606,38162
55607,-48887
55608,34822
55609,30804
55610,-35143
55611,-50634
55612,45273
55613,26256
55614,-55074
55615,-52965
55616,43197
55617,5612
55618,49955
55619,-28369
55620,-22592
55621,40177
55622,40985
55623,-12013
55624,24213
55625,-37731
55626,-25300
55627,38093
55628,-51625
55629,-39599
55630,-38943
55631,10102
55632,-54422
55633,10529
55634,-55570
55635,-55529
55636,54283
55637,30463
55638,47523
55639,-7101
55640,-46835
55641,-7580
55642,-34252
55643,-39320
55644,9618
55645,-55639
55646,-54779
55647,-45301
55648,38584
55649,-48017
55650,-43516
55651,54195
55652,32101
55653,11402
55654,-51030
55655,49862
55656,-54406
55657,5647
55658,-55653
55659,-17186
55660,-55469
55661,-48003
55662,28418
55663,-41711
55664,4132
55665,-40152
55666,-35680
55667,44697
55668,-55665
55669,-42916
55670,-53600
55671,53455
55672,-39977
55673,12878
55674,-31974
55675,50356
55676,30911
55677,-42553
55678,7078
55679,457
55680,-55392
55681,29659
55682,39009
55683,8648
55684,40121
55685,15375
55686,2539
55687,31130
55688,2314
55689,54383
55690,49891
55691,32940
55692,-21743
55693,2071
55694,-35472
55695,15247
55696,-41876
55697,55147
55698,-27548
55699,-32636
55700,-50504
55701,13433
55702,-24234
55703,13554
55704,51276
55705,-49003
55706,-23613
55707,-39554
55708,-54336
55709,46470
55710,-23652
55711,-48356
55712,-31724
55713,-10922
55714,-53939
55715,46752
55716,-51553
55717,28431
55718,-22386
55719,46562
55720,-24503
55721,55112
55722,45643
55723,51929
55724,-55669
55725,1220
55726,48671
55727,55299
55728,35308
55729,19621
55730,-54798
55731,-40006
55732,-45626
55733,33722
55734,8027
55735,-12751
55736,-36945
55737,7207
55738,10336
55739,8893
55740,41831
55741,-35647
55742,-33818
55743,-52810
55744,9572
55745,23379
55746,-37277
55747,50619
55748,55531
55749,11530
55750,19380
55751,25993
55752,-28547
55753,-33851
55754,18546
55755,-51522
55756,6652
55757,-52884
55758,55758
55759,47327
55760,49523
55761,-48820
55762,19116
55763,31082
55764,-44286
55765,-47855
55766,-43014
55767,35355
55768,-25933
55769,-41802
55770,1780
55771,53477
55772,40392
55773,-28833
55774,28553
55775,44896
55776,26768
55777,55678
55778,24088
55779,-55052
55780,53271
55781,46530
55782,7162
55783,-41208
55784,-14927
55785,53651
55786,-50195
55787,54638
55788,-30543
55789,-23569
55790,-38911
55791,38705
55792,30509
55793,-46760
55794,-28440
55795,-41485
55796,14827
55797,-54013
55798,-21859
55799,11181
55800,-4003
55801,-32007
55802,-24472
55803,47162
55804,22303
55805,-41323
55806,55703
55807,30551
55808,46611
55809,40428
55810,51073
55811,-7140
55812,-41565
55813,-55114
55814,48135
55815,-25901
55816,-55275
55817,-54109
55818,54459
55819,27182
55820,45092
55821,-36836
55822,41045
55823,-5130
55824,-12229
55825,-52430
55826,-2224
55827,13685
55828,12318
55829,10256
55830,53795
55831,-55724
55832,55832
55833,-20947
55834,50730
55835,-23687
55836,31926
55837,50631
55838,49581
55839,20961
55840,16175
55841,48728
55842,52880
55843,36507
55844,55425
55845,47658
55846,2206
55847,31627
55848,-30923
55849,16689
55850,42322
55851,-55817
55852,17743
55853,-36628
55854,9516
55855,-6459
55856,6385
55857,53573
55858,30587
55859,24497
55860,-50743
55861,257
55862,-32026
55863,-31746
55864,11437
55865,55837
55866,-55603
55867,-2704
55868,-44153
55869,-48649
55870,55376
55871,42110
55872,5141
55873,54571
55874,55840
55875,54293
55876,-233
55877,-27865
55878,44689
55879,8651
55880,-45326
55881,43734
55882,6206
55883,-54581
55884,47933
55885,-55256
55886,-55620
55887,-52922
55888,53377
55889,54419
55890,18223
55891,54866
55892,52602
55893,-41144
55894,-55409
55895,37288
55896,-23648
55897,52721
55898,-52256
55899,53087
55900,20079
55901,-49339
55902,15842
55903,48539
55904,55029
55905,42482
55906,54936
55907,47949
55908,50531
55909,55831
55910,-54943
55911,-17267
55912,-40369
55913,25106
55914,-55874
55915,39109
55916,35459
55917,8701
55918,-52349
55919,33465
55920,38326
55921,-55370
55922,-30204
55923,-37217
55924,-55504
55925,55708
55926,53564
55927,-8616
55928,-55003
55929,237
55930,-54921
55931,17745
55932,53660
55933,55914
55934,-3688
55935,12743
55936,36046
55937,-33137
55938,27764
55939,-55084
55940,35420
55941,55580
55942,-48723
55943,2209
55944,-24857
55945,-36841
55946,-24691
55947,52603
55948,9613
55949,-15110
55950,48828
55951,54794
55952,-55734
55953,-46940
55954,55636
55955,-55920
55956,19150
55957,-51047
55958,-37693
55959,-9538
55960,-6957
55961,-55870
55962,4685
55963,-43325
55964,-36238
55965,-14998
55966,-2048
55967,17524
55968,10913
55969,-43591
55970,55174
55971,54611
55972,-35841
55973,-55424
55974,-1250
55975,19401
55976,-55725
55977,30233
55978,-55596
55979,-38777
55980,17707
55981,46613
55982,-51968
55983,12531
55984,40666
55985,52667
55986,54512
55987,-44396
55988,46729
55989,45573
55990,48762
55991,-54512
55992,44404
55993,37319
55994,-1171
55995,-40715
55996,2287
55997,-4441
55998,52434
55999,40893
56000,50197
56001,33112
56002,-21110
56003,55874
56004,-39175
56005,34358
56006,55985
56007,54292
56008,-47255
56009,41586
56010,-37688
56011,-55632
56012,-35099
56013,-50582
56014,-39527
56015,27776
56016,-51780
56017,-14932
56018,564
56019,-55820
56020,-10121
56021,52446
56022,13985
56023,-54902
56024,25536
56025,50788
56026,47541
56027,37010
56028,50009
56029,50631
56030,49752
56031,55243
56032,52900
56033,53659
56034,31525
56035,43268
56036,51275
56037,-49057
56038,48061
56039,44437
56040,41280
56041,-28205
56042,12170
56043,-28325
56044,-21854
56045,-49467
56046,27750
56047,-17212
56048,-39663
56049,21449
56050,-54652
56051,-42262
56052,-53942
56053,-42262
56054,-53944
56055,-15895
56056,55706
56057,-37000
56058,55735
56059,-268
56060,46071
56061,24698
56062,-52280
56063,38485
56064,26388
56065,-55028
56066,7656
56067,3432
56068,55060
56069,24248
56070,52011
56071,-52419
56072,56018
56073,-14493
56074,41494
56075,-8696
56076,-4004
56077,-56031
56078,35911
56079,29100
56080,30390
56081,-55002
56082,47320
56083,54486
56084,-54826
56085,49334
56086,-56085
56087,-53857
56088,35141
56089,-42336
56090,5748
56091,-50352
56092,55664
56093,53430
56094,-45093
56095,55467
56096,-45948
56097,45110
56098,7209
56099,45798
56100,-7697
56101,-5485
56102,12289
56103,-44307
56104,50469
56105,35537
56106,-35974
56107,-20682
56108,43794
56109,11063
56110,-55716
56111,-8150
56112,-36516
56113,53570
56114,-23793
56115,55502
56116,27755
56117,46324
56118,-52630
56119,-50058
56120,7687
56121,25775
56122,55038
56123,-23821
56124,-55676
56125,-35938
56126,54393
56127,-28623
56128,-2845
56129,53821
56130,-38883
56131,-26531
56132,13887
56133,51475
56134,-248
56135,-10374
56136,-24971
56137,-56064
56138,42638
56139,16835
56140,40076
56141,54057
56142,21071
56143,-18623
56144,19847
56145,-56141
56146,-37826
56147,-52811
56148,-41336
56149,49420
56150,21554
56151,25287
56152,-17705
56153,47738
56154,-56012
56155,29089
56156,-47060
56157,48935
56158,56149
56159,35550
56160,-14568
56161,23658
56162,54598
56163,-14510
56164,-47755
56165,-19257
56166,46108
56167,51389
56168,-51772
56169,55740
56170,53786
56171,52511
56172,37088
56173,-56027
56174,9141
56175,-48290
56176,30752
56177,48742
56178,-10611
56179,54133
56180,-12097
56181,-53714
56182,45741
56183,-31210
56184,-55533
56185,-45152
56186,-48177
56187,35182
56188,36029
56189,52680
56190,55029
56191,42699
56192,-56138
56193,43340
56194,-55488
56195,-52180
56196,53957
56197,-8188
56198,-47574
56199,42678
56200,28709
56201,50742
56202,-47428
56203,-32854
56204,39369
56205,-55718
56206,53964
56207,-42707
56208,-10582
56209,-50492
56210,-17831
56211,35344
56212,49649
56213,-37496
56214,49883
56215,40008
56216,10197
56217,-32190
56218,-53199
56219,37493
56220,53049
56221,3737
56222,-56061
56223,-37113
56224,55049
56225,50803
56226,-16897
56227,-56138
56228,43367
56229,24714
56230,44372
56231,8149
56232,-16149
56233,-52685
56234,-26521
56235,17969
56236,-44395
56237,51427
56238,-43045
56239,50187
56240,-3227
56241,31023
56242,12680
56243,28535
56244,4832
56245,12853
56246,-38112
56247,54749
56248,-25216
56249,-56247
56250,4211
56251,53657
56252,-55456
56253,-32060
56254,2639
56255,3499
56256,-37689
56257,-35684
56258,-54904
56259,-56204
56260,-44326
56261,53722
56262,38992
56263,-55839
56264,-18344
56265,13399
56266,-6030
56267,53964
56268,-42753
56269,-45256
56270,54999
56271,42738
56272,-12631
56273,-54833
56274,19731
56275,54827
56276,-4213
56277,6972
56278,-40604
56279,-49770
56280,-43702
56281,-36061
56282,-54816
56283,-56105
56284,-36399
56285,-27352
56286,-54148
56287,26542
56288,54475
56289,-12094
56290,50952
56291,56113
56292,-47779
56293,-56074
56294,-15953
56295,426
56296,-53539
56297,1242
56298,-49410
56299,46419
56300,-51903
56301,38283
56302,-24389
56303,41019
56304,39406
56305,-47482
56306,1769
56307,-15744
56308,56072
56309,42467
56310,-48828
56311,-55144
56312,-20672
56313,-17729
56314,47161
56315,-31278
56316,-16829
56317,-27586
56318,-17990
56319,-53273
56320,47793
56321,2758
56322,-17625
56323,-34761
56324,-37256
56325,-8268
56326,35063
56327,17481
56328,52050
56329,5230
56330,38468
56331,40488
56332,-42174
56333,-53636
56334,-22529
56335,33599
56336,18436
56337,51057
56338,-9184
56339,50824
56340,-35683
56341,-40045
56342,-43482
56343,-39783
56344,47779
56345,56127
56346,-36052
56347,44740
56348,-30836
56349,53787
56350,11624
56351,6032
56352,7985
56353,-45122
56354,-36102
56355,52167
56356,-42489
56357,-48622
56358,-23471
56359,9048
56360,11926
56361,27728
56362,16834
56363,54953
56364,14565
56365,30725
56366,12516
56367,-5911
56368,56123
56369,56360
56370,-9656
56371,53599
56372,-16000
56373,-7388
56374,48213
56375,48109
56376,-55005
56377,-51362
56378,5722
56379,-51684
56380,56160
56381,43805
56382,-55225
56383,-49111
56384,-56305
56385,-55323
56386,24358
56387,-53185
56388,46765
56389,-38362
56390,680
56391,55718
56392,-54140
56393,45332
56394,-52183
56395,-51382
56396,53557
56397,-43160
56398,-40460
56399,-30522
56400,55821
56401,52188
56402,-7708
56403,56108
56404,-42178
56405,48153
56406,-54807
56407,53078
56408,-40155
56409,41905
56410,36528
56411,-36438
56412,-54827
56413,4230
56414,55743
56415,-55774
56416,54444
56417,11174
56418,33920
56419,-12542
56420,-38953
56421,21588
56422,-48214
56423,-1269
56424,11403
56425,-46900
56426,-41895
56427,54053
56428,-53426
56429,-4243
56430,-54246
56431,6733
56432,-30309
56433,49930
56434,-34956
56435,-27131
56436,-11532
56437,-39958
56438,4679
56439,-51935
56440,54836
56441,27046
56442,-1630
56443,-26396
56444,-18741
56445,55622
56446,-5754
56447,55605
56448,-52402
56449,-13115
56450,-51511
56451,-56017
56452,-38009
56453,-51046
56454,-55656
56455,24836
56456,-55908
56457,-12159
56458,-48585
56459,15036
56460,18702
56461,-5579
56462,25501
56463,-36048
56464,-55282
56465,-32160
56466,-26277
56467,-37190
56468,9770
56469,-19527
56470,51311
56471,33396
56472,43169
56473,-20705
56474,-53361
56475,48952
56476,-16510
56477,45292
56478,18901
56479,52192
56480,-37297
56481,-675
56482,-24184
56483,-1112
56484,6978
56485,-28202
56486,-4362
56487,-56196
56488,40892
56489,48431
56490,11650
56491,46742
56492,55516
56493,-44818
56494,-2211
56495,35581
56496,-35451
56497,-53934
56498,42918
56499,-36519
56500,-51025
56501,38428
56502,2188
56503,56102
56504,-30088
56505,46518
56506,-23947
56507,-55266
56508,44195
56509,-45142
56510,24840
56511,30641
56512,-48932
56513,56083
56514,-36923
56515,-7803
56516,37105
56517,19421
56518,-18085
56519,-51564
56520,48736
56521,-25759
56522,49898
56523,-4738
56524,-26012
56525,21346
56526,50929
56527,-33827
56528,56252
56529,-55253
56530,54922
56531,35427
56532,38132
56533,-34283
56534,-52705
56535,-56393
56536,-55823
56537,2266
56538,-44697
56539,56537
56540,44243
56541,2786
56542,31582
56543,23617
56544,-56375
56545,-43589
56546,-31840
56547,-2351
56548,-50101
56549,50893
56550,-40603
56551,-49235
56552,2269
56553,39376
56554,-37387
56555,-50253
56556,-4737
56557,28190
56558,-26576
56559,53981
56560,47178
56561,-36574
56562,23153
56563,-28974
56564,-44626
56565,-17991
56566,-44351
56567,51315
56568,12657
56569,25959
56570,-1129
56571,52048
56572,-53404
56573,3756
56574,-55134
56575,46057
56576,53721
56577,-13136
56578,47642
56579,14137
56580,-9398
56581,56425
56582,51544
56583,6246
56584,27814
56585,-56353
56586,43939
56587,35810
56588,48059
56589,-50024
56590,23082
56591,-37265
56592,30640
56593,-2653
56594,-56434
56595,56595
56596,40267
56597,-52893
56598,-51568
56599,-53593
56600,30585
56601,-56583
56602,-12646
56603,50174
56604,20797
56605,-19053
56606,-38976
56607,-55797
56608,-41664
56609,-11145
56610,55482
56611,56345
56612,-28902
56613,34373
56614,-41961
56615,-53782
56616,49808
56617,52565
56618,-7239
56619,-39433
56620,15160
56621,-54934
56622,-6261
56623,-10927
56624,-29146
56625,56177
56626,-46380
56627,35058
56628,-46635
56629,-52751
56630,28026
56631,8352
56632,56469
56633,51169
56634,-53939
56635,47524
56636,-51173
56637,-22200
56638,-56520
56639,-21715
56640,-17360
56641,24180
56642,42126
56643,-21228
56644,14474
56645,-35736
56646,21196
56647,18119
56648,-56128
56649,-17043
56650,-7916
56651,41170
56652,30651
56653,56579
56654,-50063
56655,56018
56656,-14644
56657,48764
56658,11195
56659,-56538
56660,-53643
56661,17036
56662,42827
56663,41002
56664,-49823
56665,26270
56666,130
56667,-52707
56668,27168
56669,-26830
56670,-40600
56671,52781
56672,44327
56673,-43400
56674,-50574
56675,-33909
56676,55315
56677,-47013
56678,-45573
56679,-49358
56680,24028
56681,50501
56682,5764
56683,41539
56684,43032
56685,-56650
56686,-40712
56687,5702
56688,-532
56689,49750
56690,-14640
56691,-10047
56692,-10519
56693,-46040
56694,-2289
56695,-53263
56696,-24051
56697,48706
56698,-53849
56699,-48889
56700,25423
56701,53484
56702,56647
56703,-45888
56704,-53701
56705,55728
56706,37050
56707,-52809
56708,52271
56709,52466
56710,55912
56711,-49898
56712,4749
56713,-50231
56714,4250
56715,30835
56716,-15027
56717,39168
56718,-55657
56719,-29379
56720,52326
56721,-20362
56722,55192
56723,27211
56724,-56466
56725,47312
56726,-21320
56727,-51829
56728,47602
56729,31476
56730,-21213
56731,-46679
56732,-53204
56733,51271
56734,11713
56735,51614
56736,-39672
56737,1821
56738,-51160
56739,-42114
56740,46168
56741,-42462
56742,-13136
56743,47781
56744,-28066
56745,47404
56746,-27628
56747,-42033
56748,56643
56749,4791
56750,-4040
56751,5000
56752,-56068
56753,-235
56754,-32953
56755,42058
56756,-56610
56757,56614
56758,33949
56759,46164
56760,56258
56761,-56620
56762,-45312
56763,41078
56764,-56449
56765,-43135
56766,-45599
56767,-53259
56768,-23163
56769,2118
56770,30473
56771,-24626
56772,-46009
56773,20823
56774,28405
56775,-54403
56776,2269
56777,39531
56778,-18918
56779,35305
56780,-12290
56781,-5074
56782,18283
56783,-49787
56784,46531
56785,-43448
56786,12750
56787,56118
56788,15121
56789,-27951
56790,14056
56791,27948
56792,21687
56793,-31406
56794,-27318
56795,54568
56796,-56474
56797,-37893
56798,44160
56799,55634
56800,25433
56801,-55216
56802,33581
56803,-28035
56804,30792
56805,-53915
56806,48201
56807,25018
56808,-56656
56809,-28130
56810,-10132
56811,20207
56812,15488
56813,-2937
56814,-21557
56815,32494
56816,-27599
56817,6152
56818,39211
56819,-40046
56820,6712
56821,56817
56822,-54704
56823,-29842
56824,644
56825,1503
56826,55031
56827,15621
56828,47862
56829,9280
56830,-14864
56831,51280
56832,12227
56833,-4459
56834,50125
56835,-44138
56836,55771
56837,56404
56838,-8743
56839,-2977
56840,53569
56841,-56339
56842,41517
56843,-42822
56844,-49294
56845,-37924
56846,54874
56847,11229
56848,46172
56849,-729
56850,-8520
56851,-37
56852,36589
56853,51409
56854,-1257
56855,-20181
56856,31693
56857,32729
56858,-6366
56859,-51502
56860,54308
56861,37157
56862,-55870
56863,4760
56864,-26620
56865,54565
56866,55126
56867,-25944
56868,-37830
56869,49577
56870,25939
56871,51447
56872,15650
56873,-56180
56874,-50724
56875,8783
56876,-44304
56877,-54158
56878,4783
56879,56721
56880,25013
56881,-20072
56882,20277
56883,52175
56884,-30731
56885,3377
56886,11973
56887,-21651
56888,42987
56889,-31545
56890,15071
56891,-40014
56892,-25546
56893,56343
56894,56571
56895,-19034
56896,-44917
56897,56720
56898,56519
56899,56006
56900,-41904
56901,-56393
56902,-56184
56903,13696
56904,-55445
56905,-46901
56906,9247
56907,-54723
56908,-22291
56909,56082
56910,-56343
56911,-56588
56912,-56801
56913,-48036
56914,-49319
56915,-43248
56916,-42209
56917,56424
56918,47772
56919,46038
56920,50762
56921,8279
56922,-44709
56923,47742
56924,40175
56925,17539
56926,27876
56927,-34380
56928,56918
56929,-55848
56930,-5267
56931,-56522
56932,56896
56933,55948
56934,33244
56935,-18632
56936,-40287
56937,40215
56938,28662
56939,-54039
56940,25519
56941,8907
56942,-31437
56943,-45225
56944,55776
56945,9302
56946,14409
56947,56740
56948,17094
56949,-31893
56950,24704
56951,-56739
56952,-54951
56953,56152
56954,-41913
56955,48303
56956,-48323
56957,47248
56958,-56949
56959,55576
56960,53608
56961,-7778
56962,31382
56963,-33607
56964,55966
56965,56694
56966,41613
56967,-29104
56968,-16049
56969,-56110
56970,-52119
56971,1264
56972,50242
56973,56793
56974,-37221
56975,31690
56976,-39043
56977,37293
56978,42669
56979,-6332
56980,56571
56981,-19063
56982,10442
56983,-34663
56984,55386
56985,-15661
56986,9111
56987,21210
56988,-50994
56989,18576
56990,13398
56991,44380
56992,54589
56993,36107
56994,-35645
56995,-26808
56996,40481
56997,-56995
56998,-12773
56999,37404
57000,11209
57001,-11465
57002,55335
57003,-48361
57004,35727
57005,41225
57006,48613
57007,-266
57008,-49031
57009,9274
57010,1058
57011,37450
57012,45565
57013,-34946
57014,50196
57015,-20477
57016,-5637
57017,-47438
57018,2800
57019,-42496
57020,-18146
57021,-9128
57022,56723
57023,-57003
57024,-53122
57025,41294
57026,44890
57027,12299
